country,year,happiness_score,gdp_factor,social_support_factor,health_factor,freedom_factor,generosity_factor,corruption_factor,iso3,co2_total_mt,co2_per_capita_t,gdp_current_usd,gdp_per_capita_usd,internet_users_pct,life_expectancy_years,population_total,trade_pct_gdp,unemployment_pct,urban_population_pct
Northern Cyprus,2019,5.718,1.263,1.252,1.042,0.417,0.191,0.162,CYP,7.343176,5.975717,,,,,,,,
Peru,2019,5.697,0.96,1.274,0.854,0.455,0.083,0.027,PER,57.679873,1.757201,,,,,,,,
Portugal,2019,5.693,1.221,1.431,0.999,0.508,0.047,0.025,PRT,47.618826,4.627714,,,,,,,,
Pakistan,2019,5.653,0.677,0.886,0.535,0.313,0.22,0.098,PAK,206.061232,0.922828,,,,,,,,
Russia,2019,5.648,1.183,1.452,0.726,0.334,0.082,0.031,RUS,1692.363414,11.612027,,,,,,,,
Philippines,2019,5.631,0.807,1.293,0.657,0.558,0.117,0.107,PHL,145.231756,1.315734,,,,,,,,
Serbia,2019,5.603,1.004,1.383,0.854,0.282,0.137,0.039,SRB,44.344499,5.991645,,,,,,,,
Moldova,2019,5.529,0.685,1.328,0.739,0.245,0.181,0.0,MDA,5.490665,1.765776,,,,,,,,
Libya,2019,5.525,1.044,1.303,0.673,0.416,0.133,0.152,LBY,69.243504,10.540809,,,,,,,,
Montenegro,2019,5.523,1.051,1.361,0.871,0.197,0.142,0.08,MNE,2.476864,3.92906,,,,,,,,
Tajikistan,2019,5.467,0.493,1.098,0.718,0.389,0.23,0.144,TJK,9.832171,1.053033,,,,,,,,
Croatia,2019,5.432,1.155,1.266,0.914,0.296,0.119,0.022,HRV,17.857446,4.324096,,,,,,,,
Hong Kong,2019,5.43,1.438,1.277,1.122,0.44,0.258,0.287,HKG,41.900196,5.589583,,,,,,,,
Dominican Republic,2019,5.425,1.015,1.401,0.779,0.497,0.113,0.101,DOM,28.357635,2.605949,,,,,,,,
Bosnia and Herzegovina,2019,5.386,0.945,1.212,0.845,0.212,0.263,0.006,BIH,20.810377,6.192254,,,,,,,,
Turkey,2019,5.373,1.183,1.36,0.808,0.195,0.083,0.106,TUR,401.719742,4.81207,,,,,,,,
Malaysia,2019,5.339,1.221,1.171,0.828,0.508,0.26,0.024,MYS,269.155703,8.204961,,,,,,,,
Belarus,2019,5.323,1.067,1.465,0.789,0.235,0.094,0.142,BLR,62.039493,6.413033,,,,,,,,
Greece,2019,5.287,1.181,1.156,0.999,0.067,0.0,0.034,GRC,65.756232,6.218657,,,,,,,,
Mongolia,2019,5.285,0.948,1.531,0.667,0.317,0.235,0.038,MNG,47.254523,14.618885,,,,,,,,
North Macedonia,2019,5.274,0.983,1.294,0.838,0.345,0.185,0.034,MKD,7.994848,3.781543,,,,,,,,
Nigeria,2019,5.265,0.696,1.111,0.245,0.426,0.215,0.041,NGA,127.304175,0.626175,,,,,,,,
Kyrgyzstan,2019,5.261,0.551,1.438,0.723,0.508,0.3,0.023,KGZ,9.03028,1.428019,,,,,,,,
Turkmenistan,2019,5.247,1.052,1.538,0.657,0.394,0.244,0.028,TKM,74.761641,12.139744,,,,,,,,
Algeria,2019,5.211,1.002,1.16,0.785,0.086,0.073,0.114,DZA,179.504831,4.203332,,,,,,,,
Morocco,2019,5.208,0.801,0.782,0.782,0.418,0.036,0.076,MAR,68.60754,1.889785,,,,,,,,
Azerbaijan,2019,5.208,1.043,1.147,0.769,0.351,0.035,0.182,AZE,37.737892,3.687951,,,,,,,,
Lebanon,2019,5.197,0.987,1.224,0.815,0.216,0.166,0.027,LBN,26.400285,4.566017,,,,,,,,
Indonesia,2019,5.192,0.931,1.203,0.66,0.491,0.498,0.028,IDN,659.435739,2.446134,,,,,,,,
China,2019,5.191,1.029,1.125,0.893,0.521,0.058,0.1,CHN,10740.996069,7.554165,,,,,,,,
Vietnam,2019,5.175,0.741,1.346,0.851,0.543,0.147,0.073,VNM,341.004951,3.560416,,,,,,,,
Bhutan,2019,5.082,0.813,1.321,0.604,0.457,0.37,0.167,BTN,1.447063,1.885524,,,,,,,,
Cameroon,2019,5.044,0.549,0.91,0.331,0.381,0.187,0.037,CMR,9.504862,0.368658,,,,,,,,
Bulgaria,2019,5.011,1.092,1.513,0.815,0.311,0.081,0.004,BGR,42.255765,5.991574,,,,,,,,
Ghana,2019,4.996,0.611,0.868,0.486,0.381,0.245,0.04,GHA,18.706476,0.593436,,,,,,,,
Ivory Coast,2019,4.944,0.569,0.808,0.232,0.352,0.154,0.09,CIV,10.535084,0.402909,,,,,,,,
Nepal,2019,4.913,0.446,1.226,0.677,0.439,0.285,0.089,NPL,13.42833,0.465736,,,,,,,,
Jordan,2019,4.906,0.837,1.225,0.815,0.383,0.11,0.13,JOR,26.328034,2.460867,,,,,,,,
Benin,2019,4.883,0.393,0.437,0.397,0.349,0.175,0.082,BEN,7.144053,0.581269,,,,,,,,
Congo (Brazzaville),2019,4.812,0.673,0.799,0.508,0.372,0.105,0.093,COG,7.341473,1.317865,,,,,,,,
Gabon,2019,4.799,1.057,1.183,0.571,0.295,0.043,0.055,GAB,5.735253,2.557201,,,,,,,,
Laos,2019,4.796,0.764,1.03,0.551,0.547,0.266,0.164,LAO,19.596154,2.71714,,,,,,,,
South Africa,2019,4.722,0.96,1.351,0.469,0.389,0.13,0.055,ZAF,466.92417,8.038352,,,,,,,,
Albania,2019,4.719,0.947,0.848,0.874,0.383,0.178,0.027,ALB,4.947485,1.721533,,,,,,,,
Venezuela,2019,4.707,0.96,1.427,0.805,0.154,0.064,0.047,VEN,89.111142,3.075801,,,,,,,,
Cambodia,2019,4.7,0.574,1.122,0.637,0.609,0.232,0.062,KHM,18.024641,1.1121,,,,,,,,
Palestinian Territories,2019,4.696,0.657,1.247,0.672,0.225,0.103,0.066,PSE,3.265395,0.66508,,,,,,,,
Senegal,2019,4.681,0.45,1.134,0.571,0.292,0.153,0.072,SEN,12.761457,0.797552,,,,,,,,
Somalia,2019,4.668,0.0,0.698,0.268,0.559,0.243,0.27,SOM,0.637536,0.039893,,,,,,,,
Namibia,2019,4.639,0.879,1.313,0.477,0.401,0.07,0.056,NAM,4.107047,1.678645,,,,,,,,
Niger,2019,4.628,0.138,0.774,0.366,0.318,0.188,0.102,NER,2.468624,0.105301,,,,,,,,
Burkina Faso,2019,4.587,0.331,1.056,0.38,0.255,0.177,0.113,BFA,5.29633,0.252788,,,,,,,,
Armenia,2019,4.559,0.85,1.055,0.815,0.283,0.095,0.064,ARM,6.28411,2.227932,,,,,,,,
Iran,2019,4.548,1.1,0.842,0.785,0.305,0.27,0.125,IRN,702.958121,8.120656,,,,,,,,
Guinea,2019,4.534,0.38,0.829,0.375,0.332,0.207,0.086,GIN,4.433863,0.34431,,,,,,,,
Georgia,2019,4.519,0.886,0.666,0.752,0.346,0.043,0.164,GEO,10.920173,2.895975,,,,,,,,
Gambia,2019,4.516,0.308,0.939,0.428,0.382,0.269,0.167,GMB,0.600896,0.239507,,,,,,,,
Kenya,2019,4.509,0.512,0.983,0.581,0.431,0.372,0.053,KEN,19.177196,0.376382,,,,,,,,
Mauritania,2019,4.49,0.57,1.167,0.489,0.066,0.106,0.088,MRT,3.77392,0.860869,,,,,,,,
Mozambique,2019,4.466,0.204,0.986,0.39,0.494,0.197,0.138,MOZ,7.146829,0.235981,,,,,,,,
Tunisia,2019,4.461,0.921,1.0,0.815,0.167,0.059,0.055,TUN,29.704398,2.465236,,,,,,,,
Bangladesh,2019,4.456,0.562,0.928,0.723,0.527,0.166,0.143,BGD,91.657423,0.553767,,,,,,,,
Iraq,2019,4.437,1.043,0.98,0.574,0.241,0.148,0.089,IRQ,187.148437,4.502709,,,,,,,,
Congo (Kinshasa),2019,4.418,0.094,1.125,0.357,0.269,0.212,0.053,COD,2.605474,0.02898,,,,,,,,
Mali,2019,4.39,0.385,1.105,0.308,0.327,0.153,0.052,MLI,3.853637,0.187366,,,,,,,,
Sierra Leone,2019,4.374,0.268,0.841,0.242,0.309,0.252,0.045,SLE,1.1908,0.147984,,,,,,,,
Sri Lanka,2019,4.366,0.949,1.265,0.831,0.47,0.244,0.047,LKA,22.220113,1.026349,,,,,,,,
Myanmar,2019,4.36,0.71,1.181,0.555,0.525,0.566,0.172,MMR,34.609115,0.652507,,,,,,,,
Chad,2019,4.35,0.35,0.766,0.192,0.174,0.198,0.078,TCD,1.92228,0.119197,,,,,,,,
Ukraine,2019,4.332,0.82,1.39,0.739,0.178,0.187,0.01,UKR,222.056698,5.022647,,,,,,,,
Ethiopia,2019,4.286,0.336,1.033,0.532,0.344,0.209,0.1,ETH,18.297764,0.160337,,,,,,,,
Swaziland,2019,4.212,0.811,1.149,0.0,0.313,0.074,0.135,SWZ,1.121184,0.958594,,,,,,,,
Uganda,2019,4.189,0.332,1.069,0.443,0.356,0.252,0.06,UGA,6.011812,0.139975,,,,,,,,
Egypt,2019,4.166,0.913,1.039,0.644,0.241,0.076,0.067,EGY,256.140175,2.425141,,,,,,,,
Zambia,2019,4.107,0.578,1.058,0.426,0.431,0.247,0.087,ZMB,7.747163,0.421489,,,,,,,,
Togo,2019,4.085,0.275,0.572,0.41,0.293,0.177,0.085,TGO,2.205025,0.2675,,,,,,,,
India,2019,4.015,0.755,0.765,0.588,0.498,0.2,0.085,IND,2626.459473,1.898949,,,,,,,,
Liberia,2019,3.975,0.073,0.922,0.443,0.37,0.233,0.033,LBR,1.106372,0.221927,,,,,,,,
Comoros,2019,3.973,0.274,0.757,0.505,0.142,0.275,0.078,COM,0.31144,0.393736,,,,,,,,
Madagascar,2019,3.933,0.274,0.916,0.555,0.148,0.169,0.041,MDG,4.298984,0.156139,,,,,,,,
Lesotho,2019,3.802,0.489,1.169,0.168,0.359,0.107,0.093,LSO,2.388928,1.073337,,,,,,,,
Burundi,2019,3.775,0.046,0.447,0.38,0.22,0.176,0.18,BDI,0.717894,0.060455,,,,,,,,
Zimbabwe,2019,3.663,0.366,1.114,0.433,0.361,0.151,0.089,ZWE,11.114607,0.723861,,,,,,,,
Haiti,2019,3.597,0.323,0.688,0.449,0.026,0.419,0.11,HTI,3.052705,0.273529,,,,,,,,
Botswana,2019,3.488,1.041,1.145,0.538,0.455,0.025,0.1,BWA,6.782064,2.713149,,,,,,,,
Syria,2019,3.462,0.619,0.378,0.44,0.013,0.331,0.141,SYR,27.47897,1.367232,,,,,,,,
Malawi,2019,3.41,0.191,0.56,0.495,0.443,0.218,0.089,MWI,1.592955,0.084429,,,,,,,,
Yemen,2019,3.38,0.287,1.163,0.463,0.143,0.108,0.077,YEM,12.683843,0.402066,,,,,,,,
Rwanda,2019,3.334,0.359,0.711,0.614,0.555,0.217,0.411,RWA,1.812053,0.14118,,,,,,,,
Tanzania,2019,3.231,0.476,0.885,0.499,0.417,0.276,0.147,TZA,13.043474,0.217854,,,,,,,,
Afghanistan,2019,3.203,0.35,0.517,0.361,0.0,0.158,0.025,AFG,11.081621,0.293401,,,,,,,,
Central African Republic,2019,3.083,0.026,0.0,0.105,0.225,0.235,0.035,CAF,0.227168,0.043608,,,,,,,,
South Sudan,2019,2.853,0.306,0.575,0.295,0.01,0.202,0.091,SSD,1.652464,0.158166,,,,,,,,
